system:index,BIOME_NAME,ECO_NAME,MeanAltitude,REALM,StdErrAltitude,adm1_name,admin1,id,id_c,iso3,name,region,thermal,x,y,zone,.geo
000000000000000033f1,Tropical & Subtropical Dry Broadleaf Forests,Caatinga,806.300345476631,Neotropic,138.81433768660992,Bahia,BRAr116,78285,78285,BRA,Brazil,South America,1,-42.74999,-13.6264,3,"{""type"":""Polygon"",""coordinates"":[[[-42.99998993173174,-13.376397947740152],[-42.99998993173174,-13.876401433034767],[-42.93749005727518,-13.876401428062225],[-42.874990186804006,-13.876401422366758],[-42.812490298470614,-13.876401414738616],[-42.74999036890328,-13.876401403573896],[-42.68749052243337,-13.876401424675468],[-42.624990658482346,-13.876401422002163],[-42.56249074938273,-13.876401462757565],[-42.49999091571256,-13.876401441985648],[-42.49999091571256,-13.3763979928882],[-42.56249074938273,-13.376397939766408],[-42.624990658482346,-13.3763979634908],[-42.68749052243338,-13.376397962146106],[-42.74999036890328,-13.376397941811309],[-42.812490298470614,-13.376397962023821],[-42.874990186804006,-13.37639798960331],[-42.93749005727518,-13.376397960204704],[-42.99998993173174,-13.376397947740152]]]}"
000000000000000033f3,Tropical & Subtropical Dry Broadleaf Forests,Caatinga,732.2511376451263,Neotropic,187.10867010034914,Bahia,BRAr116,78287,78287,BRA,Brazil,South America,1,-42.74999,-14.6264,3,"{""type"":""Polygon"",""coordinates"":[[[-42.99998993173174,-14.376400428509797],[-42.99998993173174,-14.87639944514746],[-42.93749005727518,-14.87639944695164],[-42.874990186804006,-14.876399384172084],[-42.812490298470614,-14.876399402962367],[-42.74999036890328,-14.876399438089909],[-42.68749052243337,-14.876399460087725],[-42.624990658482346,-14.876399419828083],[-42.56249074938273,-14.876399462351356],[-42.49999091571256,-14.876399415938426],[-42.49999091571256,-14.376400399051093],[-42.56249074938273,-14.376400410073181],[-42.624990658482346,-14.37640044469692],[-42.68749052243337,-14.376400395192018],[-42.74999036890328,-14.376400401415196],[-42.812490298470614,-14.376400445635284],[-42.874990186804,-14.376400419384646],[-42.93749005727518,-14.376400391074062],[-42.99998993173174,-14.376400428509797]]]}"
00000000000000003440,Tropical & Subtropical Dry Broadleaf Forests,Caatinga,429.3365069663143,Neotropic,38.83699764129352,Bahia,BRAr116,78562,78562,BRA,Brazil,South America,1,-42.24999,-9.6264,2,"{""type"":""Polygon"",""coordinates"":[[[-42.49999091571256,-9.376401495601279],[-42.49999091571256,-9.876400483635306],[-42.437491052331474,-9.87640050303584],[-42.37499112728458,-9.876400515469262],[-42.312491257401746,-9.876400466603679],[-42.249991408231224,-9.87640052515666],[-42.18749154380645,-9.8764005260193],[-42.124991626647976,-9.876400503833926],[-42.06249176877478,-9.876400470011252],[-41.999991930215856,-9.876400458852995],[-41.999991930215856,-9.376401458730918],[-42.06249176877477,-9.376401489664199],[-42.124991626647976,-9.376401519162343],[-42.18749154380645,-9.37640151691236],[-42.249991408231224,-9.376401474366679],[-42.31249125740175,-9.376401493236866],[-42.37499112728458,-9.37640147621742],[-42.43749105233148,-9.376401458168965],[-42.49999091571256,-9.376401495601279]]]}"
00000000000000003441,Tropical & Subtropical Dry Broadleaf Forests,Caatinga,416.65313982667084,Neotropic,53.710334901846586,Bahia,BRAr116,78563,78563,BRA,Brazil,South America,1,-42.24999,-10.1264,2,"{""type"":""Polygon"",""coordinates"":[[[-42.49999091571256,-9.876400483635306],[-42.49999091571256,-10.376399503358225],[-42.437491052331474,-10.37639947373196],[-42.37499112728458,-10.376399528928236],[-42.312491257401746,-10.376399482737877],[-42.24999140823123,-10.376399508719468],[-42.18749154380645,-10.376399511412195],[-42.124991626647976,-10.376399529455602],[-42.06249176877477,-10.376399509727516],[-41.999991930215856,-10.37639949037245],[-41.999991930215856,-9.876400458852995],[-42.06249176877478,-9.876400470011252],[-42.124991626647976,-9.876400503833926],[-42.18749154380645,-9.8764005260193],[-42.249991408231224,-9.87640052515666],[-42.312491257401746,-9.876400466603679],[-42.37499112728458,-9.876400515469262],[-42.437491052331474,-9.87640050303584],[-42.49999091571256,-9.876400483635306]]]}"
00000000000000003442,Tropical & Subtropical Dry Broadleaf Forests,Caatinga,425.68741113458043,Neotropic,28.24858016028557,Bahia,BRAr116,78564,78564,BRA,Brazil,South America,1,-42.24999,-10.6264,2,"{""type"":""Polygon"",""coordinates"":[[[-42.49999091571256,-10.376399503358225],[-42.49999091571256,-10.87639851486785],[-42.43749105233148,-10.876398523006717],[-42.37499112728458,-10.876398526298056],[-42.312491257401746,-10.876398475035817],[-42.24999140823123,-10.876398480009286],[-42.18749154380645,-10.87639851643503],[-42.124991626647976,-10.876398491273417],[-42.06249176877477,-10.876398489294349],[-41.999991930215856,-10.876398484703667],[-41.999991930215856,-10.37639949037245],[-42.06249176877477,-10.376399509727516],[-42.124991626647976,-10.376399529455602],[-42.18749154380645,-10.376399511412195],[-42.24999140823123,-10.376399508719468],[-42.312491257401746,-10.376399482737877],[-42.37499112728458,-10.376399528928236],[-42.437491052331474,-10.37639947373196],[-42.49999091571256,-10.376399503358225]]]}"
00000000000000003443,Tropical & Subtropical Dry Broadleaf Forests,Caatinga,581.1092666755061,Neotropic,141.12333308745193,Bahia,BRAr116,78565,78565,BRA,Brazil,South America,1,-42.24999,-11.1264,3,"{""type"":""Polygon"",""coordinates"":[[[-42.49999091571256,-10.87639851486785],[-42.49999091571256,-11.376401930166306],[-42.43749105233148,-11.376401972120801],[-42.37499112728458,-11.376401937251796],[-42.312491257401746,-11.376401982421925],[-42.249991408231224,-11.376401950255378],[-42.18749154380645,-11.37640195555146],[-42.124991626647976,-11.376401976507024],[-42.06249176877477,-11.376401964552254],[-41.99999193021585,-11.376401965541142],[-41.999991930215856,-10.876398484703667],[-42.06249176877477,-10.876398489294349],[-42.124991626647976,-10.876398491273417],[-42.18749154380645,-10.87639851643503],[-42.24999140823123,-10.876398480009286],[-42.312491257401746,-10.876398475035817],[-42.37499112728458,-10.876398526298056],[-42.43749105233148,-10.876398523006717],[-42.49999091571256,-10.87639851486785]]]}"
00000000000000003444,Tropical & Subtropical Dry Broadleaf Forests,Caatinga,846.4192668077852,Neotropic,204.01837089977326,Bahia,BRAr116,78566,78566,BRA,Brazil,South America,1,-42.24999,-11.6264,3,"{""type"":""Polygon"",""coordinates"":[[[-42.49999091571256,-11.376401930166306],[-42.49999091571256,-11.876400952395363],[-42.43749105233148,-11.876400970485829],[-42.37499112728458,-11.876400993847442],[-42.312491257401746,-11.876400977377669],[-42.249991408231224,-11.876400971843573],[-42.18749154380645,-11.876400959116273],[-42.124991626647976,-11.876400989398967],[-42.06249176877477,-11.87640094764838],[-41.999991930215856,-11.876400952274174],[-41.99999193021585,-11.376401965541142],[-42.06249176877477,-11.376401964552254],[-42.124991626647976,-11.376401976507024],[-42.18749154380645,-11.37640195555146],[-42.249991408231224,-11.376401950255378],[-42.312491257401746,-11.376401982421925],[-42.37499112728458,-11.376401937251796],[-42.43749105233148,-11.376401972120801],[-42.49999091571256,-11.376401930166306]]]}"
00000000000000003445,Tropical & Subtropical Dry Broadleaf Forests,Caatinga,1020.1354152104615,Neotropic,198.64469158085927,Bahia,BRAr116,78567,78567,BRA,Brazil,South America,1,-42.24999,-12.1264,3,"{""type"":""Polygon"",""coordinates"":[[[-42.49999091571256,-11.876400952395363],[-42.49999091571256,-12.376399974706734],[-42.43749105233148,-12.376399987337148],[-42.37499112728458,-12.37639996759182],[-42.312491257401746,-12.376399941569966],[-42.249991408231224,-12.37639996390073],[-42.18749154380645,-12.37639995077799],[-42.124991626647976,-12.376399956109527],[-42.06249176877477,-12.376399935847692],[-41.999991930215856,-12.376399943415864],[-41.999991930215856,-11.876400952274174],[-42.06249176877477,-11.87640094764838],[-42.124991626647976,-11.876400989398967],[-42.18749154380645,-11.876400959116273],[-42.249991408231224,-11.876400971843573],[-42.312491257401746,-11.876400977377669],[-42.37499112728458,-11.876400993847442],[-42.43749105233148,-11.876400970485829],[-42.49999091571256,-11.876400952395363]]]}"
00000000000000003446,Tropical & Subtropical Dry Broadleaf Forests,Caatinga,866.2656256243367,Neotropic,266.5049851468274,Bahia,BRAr116,78568,78568,BRA,Brazil,South America,1,-42.24999,-12.6264,3,"{""type"":""Polygon"",""coordinates"":[[[-42.49999091571256,-12.376399974706734],[-42.49999091571256,-12.876398939189032],[-42.43749105233148,-12.87639895409169],[-42.37499112728458,-12.876398984156303],[-42.312491257401746,-12.876398988845862],[-42.249991408231224,-12.87639895702673],[-42.18749154380645,-12.876398946673001],[-42.124991626647976,-12.876398945981942],[-42.06249176877477,-12.87639898275525],[-41.999991930215856,-12.876398974927772],[-41.999991930215856,-12.376399943415864],[-42.06249176877477,-12.376399935847692],[-42.124991626647976,-12.376399956109527],[-42.18749154380645,-12.37639995077799],[-42.249991408231224,-12.37639996390073],[-42.312491257401746,-12.376399941569966],[-42.37499112728458,-12.37639996759182],[-42.43749105233148,-12.376399987337148],[-42.49999091571256,-12.376399974706734]]]}"
00000000000000003447,Tropical & Subtropical Dry Broadleaf Forests,Caatinga,758.6178826567307,Neotropic,245.16399874289093,Bahia,BRAr116,78569,78569,BRA,Brazil,South America,1,-42.24999,-13.1264,3,"{""type"":""Polygon"",""coordinates"":[[[-42.49999091571256,-12.876398939189032],[-42.49999091571256,-13.3763979928882],[-42.43749105233148,-13.376397922721406],[-42.37499112728458,-13.376398000850392],[-42.312491257401746,-13.376397979898462],[-42.249991408231224,-13.37639799159666],[-42.18749154380645,-13.376397957970617],[-42.124991626647976,-13.37639794033512],[-42.06249176877477,-13.376397969127432],[-41.999991930215856,-13.376397965219132],[-41.999991930215856,-12.876398974927772],[-42.06249176877477,-12.87639898275525],[-42.124991626647976,-12.876398945981942],[-42.18749154380645,-12.876398946673001],[-42.249991408231224,-12.87639895702673],[-42.312491257401746,-12.876398988845862],[-42.37499112728458,-12.876398984156303],[-42.43749105233148,-12.87639895409169],[-42.49999091571256,-12.876398939189032]]]}"
00000000000000003449,Tropical & Subtropical Dry Broadleaf Forests,Caatinga,701.2080115761412,Neotropic,148.3421014597141,Bahia,BRAr116,78571,78571,BRA,Brazil,South America,1,-42.24999,-14.1264,3,"{""type"":""Polygon"",""coordinates"":[[[-42.49999091571256,-13.876401441985648],[-42.49999091571256,-14.376400399051093],[-42.43749105233148,-14.376400428156243],[-42.374991127284574,-14.376400426513214],[-42.31249125740175,-14.376400430742601],[-42.249991408231224,-14.376400439708258],[-42.18749154380646,-14.376400451861949],[-42.124991626647976,-14.376400394574322],[-42.06249176877478,-14.376400444692752],[-41.999991930215856,-14.376400387520224],[-41.999991930215856,-13.876401397673106],[-42.06249176877477,-13.876401420041578],[-42.124991626647976,-13.87640143610917],[-42.18749154380645,-13.876401451764643],[-42.24999140823123,-13.876401434086413],[-42.312491257401746,-13.87640145854728],[-42.37499112728458,-13.876401459772362],[-42.43749105233148,-13.876401442243715],[-42.49999091571256,-13.876401441985648]]]}"
0000000000000000344a,Tropical & Subtropical Dry Broadleaf Forests,Caatinga,724.125113437539,Neotropic,96.79795310995992,Bahia,BRAr116,78572,78572,BRA,Brazil,South America,1,-42.24999,-14.6264,3,"{""type"":""Polygon"",""coordinates"":[[[-42.49999091571256,-14.376400399051093],[-42.49999091571256,-14.876399415938426],[-42.437491052331474,-14.876399442144509],[-42.37499112728458,-14.876399402334414],[-42.312491257401746,-14.87639940644912],[-42.249991408231224,-14.876399456708967],[-42.18749154380645,-14.876399413038177],[-42.124991626647976,-14.876399418506574],[-42.06249176877477,-14.876399440279418],[-41.999991930215856,-14.876399407921825],[-41.999991930215856,-14.376400387520224],[-42.06249176877478,-14.376400444692752],[-42.124991626647976,-14.376400394574322],[-42.18749154380646,-14.376400451861949],[-42.249991408231224,-14.376400439708258],[-42.31249125740175,-14.376400430742601],[-42.374991127284574,-14.376400426513214],[-42.43749105233148,-14.376400428156243],[-42.49999091571256,-14.376400399051093]]]}"
00000000000000003493,Tropical & Subtropical Dry Broadleaf Forests,Caatinga,492.1515689991289,Neotropic,65.3667022784421,Bahia,BRAr116,78846,78846,BRA,Brazil,South America,1,-41.74999,-9.1264,2,"{""type"":""Polygon"",""coordinates"":[[[-41.99999193021585,-8.876398008086976],[-41.999991930215856,-9.376401458730918],[-41.937491464045344,-9.376401477406297],[-41.87499100708657,-9.376401476894653],[-41.812490590969816,-9.376401475851662],[-41.74999017022719,-9.376401503661931],[-41.68748977391793,-9.376401511906506],[-41.62498927771381,-9.376401473534697],[-41.5624888602552,-9.376401518010884],[-41.49998847085347,-9.376401473375715],[-41.499988470853474,-8.876398037350539],[-41.56248886025519,-8.876398019134083],[-41.62498927771381,-8.876398015495134],[-41.68748977391793,-8.876398001942306],[-41.74999017022719,-8.876398050883044],[-41.81249059096982,-8.8763980609291],[-41.87499100708657,-8.87639801736377],[-41.937491464045344,-8.876398026851357],[-41.99999193021585,-8.876398008086976]]]}"
00000000000000003494,Tropical & Subtropical Dry Broadleaf Forests,Caatinga,431.9188766988874,Neotropic,57.129360224264595,Bahia,BRAr116,78847,78847,BRA,Brazil,South America,1,-41.74999,-9.6264,2,"{""type"":""Polygon"",""coordinates"":[[[-41.999991930215856,-9.376401458730918],[-41.999991930215856,-9.876400458852995],[-41.937491464045344,-9.876400529352365],[-41.87499100708657,-9.876400477510847],[-41.81249059096982,-9.876400526467474],[-41.74999017022719,-9.876400508230187],[-41.68748977391793,-9.876400511431056],[-41.62498927771381,-9.87640051304607],[-41.5624888602552,-9.876400511236975],[-41.499988470853474,-9.876400470927251],[-41.49998847085347,-9.376401473375715],[-41.5624888602552,-9.376401518010884],[-41.62498927771381,-9.376401473534697],[-41.68748977391793,-9.376401511906506],[-41.74999017022719,-9.376401503661931],[-41.812490590969816,-9.376401475851662],[-41.87499100708657,-9.376401476894653],[-41.937491464045344,-9.376401477406297],[-41.999991930215856,-9.376401458730918]]]}"
00000000000000003495,Tropical & Subtropical Dry Broadleaf Forests,Caatinga,546.1574502386875,Neotropic,167.89411939268444,Bahia,BRAr116,78848,78848,BRA,Brazil,South America,1,-41.74999,-10.1264,2,"{""type"":""Polygon"",""coordinates"":[[[-41.999991930215856,-9.876400458852995],[-41.999991930215856,-10.37639949037245],[-41.93749146404535,-10.376399470660717],[-41.87499100708657,-10.376399514541882],[-41.81249059096982,-10.376399512300035],[-41.7499901702272,-10.3763995009974],[-41.68748977391793,-10.376399505485045],[-41.62498927771381,-10.376399506636742],[-41.5624888602552,-10.37639950479633],[-41.499988470853474,-10.376399468232913],[-41.499988470853474,-9.876400470927251],[-41.5624888602552,-9.876400511236975],[-41.62498927771381,-9.87640051304607],[-41.68748977391793,-9.876400511431056],[-41.74999017022719,-9.876400508230187],[-41.81249059096982,-9.876400526467474],[-41.87499100708657,-9.876400477510847],[-41.937491464045344,-9.876400529352365],[-41.999991930215856,-9.876400458852995]]]}"
00000000000000003496,Tropical & Subtropical Dry Broadleaf Forests,Caatinga,564.279779545885,Neotropic,185.71557677584056,Bahia,BRAr116,78849,78849,BRA,Brazil,South America,1,-41.74999,-10.6264,2,"{""type"":""Polygon"",""coordinates"":[[[-41.999991930215856,-10.37639949037245],[-41.999991930215856,-10.876398484703667],[-41.937491464045344,-10.87639848408509],[-41.87499100708657,-10.876398483163578],[-41.812490590969816,-10.876398510611674],[-41.74999017022719,-10.876398471189944],[-41.68748977391794,-10.8763984611018],[-41.62498927771381,-10.876398533401822],[-41.5624888602552,-10.876398485858916],[-41.499988470853474,-10.876398494891756],[-41.499988470853474,-10.376399468232913],[-41.5624888602552,-10.37639950479633],[-41.62498927771381,-10.376399506636742],[-41.68748977391793,-10.376399505485045],[-41.7499901702272,-10.3763995009974],[-41.81249059096982,-10.376399512300035],[-41.87499100708657,-10.376399514541882],[-41.93749146404535,-10.376399470660717],[-41.999991930215856,-10.37639949037245]]]}"
00000000000000003497,Tropical & Subtropical Dry Broadleaf Forests,Caatinga,699.580256693884,Neotropic,103.16014268951989,Bahia,BRAr116,78850,78850,BRA,Brazil,South America,1,-41.74999,-11.1264,3,"{""type"":""Polygon"",""coordinates"":[[[-41.999991930215856,-10.876398484703667],[-41.99999193021585,-11.376401965541142],[-41.937491464045344,-11.376401924925137],[-41.87499100708657,-11.376401974665052],[-41.812490590969816,-11.376401941205975],[-41.74999017022719,-11.376401937781992],[-41.68748977391793,-11.376401927188128],[-41.62498927771381,-11.376401966728363],[-41.5624888602552,-11.376401992394864],[-41.499988470853474,-11.376401979073776],[-41.499988470853474,-10.876398494891756],[-41.5624888602552,-10.876398485858916],[-41.62498927771381,-10.876398533401822],[-41.68748977391794,-10.8763984611018],[-41.74999017022719,-10.876398471189944],[-41.812490590969816,-10.876398510611674],[-41.87499100708657,-10.876398483163578],[-41.937491464045344,-10.87639848408509],[-41.999991930215856,-10.876398484703667]]]}"
00000000000000003498,Tropical & Subtropical Dry Broadleaf Forests,Caatinga,770.3041565358266,Neotropic,38.94500222434815,Bahia,BRAr116,78851,78851,BRA,Brazil,South America,1,-41.74999,-11.6264,3,"{""type"":""Polygon"",""coordinates"":[[[-41.99999193021585,-11.376401965541142],[-41.999991930215856,-11.876400952274174],[-41.937491464045344,-11.876400955624861],[-41.87499100708657,-11.87640095202427],[-41.812490590969816,-11.876400976616384],[-41.74999017022719,-11.876400939921288],[-41.68748977391793,-11.876400945519627],[-41.62498927771381,-11.876400985958522],[-41.5624888602552,-11.876400929654448],[-41.499988470853474,-11.876400962400322],[-41.499988470853474,-11.376401979073776],[-41.5624888602552,-11.376401992394864],[-41.62498927771381,-11.376401966728363],[-41.68748977391793,-11.376401927188128],[-41.74999017022719,-11.376401937781992],[-41.812490590969816,-11.376401941205975],[-41.87499100708657,-11.376401974665052],[-41.937491464045344,-11.376401924925137],[-41.99999193021585,-11.376401965541142]]]}"
00000000000000003499,Tropical & Subtropical Dry Broadleaf Forests,Caatinga,883.549642422853,Neotropic,135.32312177972446,Bahia,BRAr116,78852,78852,BRA,Brazil,South America,1,-41.74999,-12.1264,3,"{""type"":""Polygon"",""coordinates"":[[[-41.999991930215856,-11.876400952274174],[-41.999991930215856,-12.376399943415864],[-41.937491464045344,-12.376399937929808],[-41.87499100708657,-12.376399982342008],[-41.812490590969816,-12.37639997626276],[-41.74999017022719,-12.376399971881197],[-41.68748977391793,-12.376399937460627],[-41.62498927771381,-12.376399938801436],[-41.5624888602552,-12.376399984840036],[-41.499988470853474,-12.376399987485492],[-41.499988470853474,-11.876400962400322],[-41.5624888602552,-11.876400929654448],[-41.62498927771381,-11.876400985958522],[-41.68748977391793,-11.876400945519627],[-41.74999017022719,-11.876400939921288],[-41.812490590969816,-11.876400976616384],[-41.87499100708657,-11.87640095202427],[-41.937491464045344,-11.876400955624861],[-41.999991930215856,-11.876400952274174]]]}"
0000000000000000349a,Tropical & Subtropical Dry Broadleaf Forests,Caatinga,1034.288800118326,Neotropic,149.23864357386495,Bahia,BRAr116,78853,78853,BRA,Brazil,South America,1,-41.74999,-12.6264,3,"{""type"":""Polygon"",""coordinates"":[[[-41.999991930215856,-12.376399943415864],[-41.999991930215856,-12.876398974927772],[-41.937491464045344,-12.876398957977385],[-41.87499100708657,-12.876398994531343],[-41.812490590969816,-12.876398986565414],[-41.74999017022719,-12.876398989977138],[-41.68748977391793,-12.876398975799939],[-41.62498927771381,-12.876398944089596],[-41.5624888602552,-12.876398975771993],[-41.499988470853474,-12.876398985660193],[-41.499988470853474,-12.376399987485492],[-41.5624888602552,-12.376399984840036],[-41.62498927771381,-12.376399938801436],[-41.68748977391793,-12.376399937460627],[-41.74999017022719,-12.376399971881197],[-41.812490590969816,-12.37639997626276],[-41.87499100708657,-12.376399982342008],[-41.937491464045344,-12.376399937929808],[-41.999991930215856,-12.376399943415864]]]}"
0000000000000000349c,Tropical & Subtropical Dry Broadleaf Forests,Caatinga,794.1602499248139,Neotropic,307.5097666566827,Bahia,BRAr116,78855,78855,BRA,Brazil,South America,1,-41.74999,-13.6264,3,"{""type"":""Polygon"",""coordinates"":[[[-41.999991930215856,-13.376397965219132],[-41.999991930215856,-13.876401397673106],[-41.937491464045344,-13.876401418865854],[-41.87499100708657,-13.876401404538178],[-41.812490590969816,-13.876401402366353],[-41.7499901702272,-13.876401405023447],[-41.68748977391793,-13.87640138898998],[-41.62498927771381,-13.87640143261529],[-41.5624888602552,-13.876401409456731],[-41.499988470853474,-13.876401381453832],[-41.499988470853474,-13.376397936986297],[-41.5624888602552,-13.376397991440628],[-41.62498927771381,-13.376397990281037],[-41.68748977391793,-13.37639794559009],[-41.7499901702272,-13.376397985052972],[-41.812490590969816,-13.376397964176052],[-41.87499100708657,-13.37639797945354],[-41.937491464045344,-13.376397971281857],[-41.999991930215856,-13.376397965219132]]]}"
0000000000000000349d,Tropical & Subtropical Dry Broadleaf Forests,Caatinga,536.5867408336484,Neotropic,111.58638592192816,Bahia,BRAr116,78856,78856,BRA,Brazil,South America,1,-41.74999,-14.1264,2,"{""type"":""Polygon"",""coordinates"":[[[-41.999991930215856,-13.876401397673106],[-41.999991930215856,-14.376400387520224],[-41.937491464045344,-14.37640042143626],[-41.87499100708657,-14.376400395466229],[-41.812490590969816,-14.376400431229776],[-41.74999017022719,-14.376400453771708],[-41.68748977391793,-14.376400442245897],[-41.62498927771381,-14.376400407981441],[-41.5624888602552,-14.376400439066295],[-41.499988470853474,-14.37640038774058],[-41.499988470853474,-13.876401381453832],[-41.5624888602552,-13.876401409456731],[-41.62498927771381,-13.87640143261529],[-41.68748977391793,-13.87640138898998],[-41.7499901702272,-13.876401405023447],[-41.812490590969816,-13.876401402366353],[-41.87499100708657,-13.876401404538178],[-41.937491464045344,-13.876401418865854],[-41.999991930215856,-13.876401397673106]]]}"
0000000000000000349e,Tropical & Subtropical Dry Broadleaf Forests,Caatinga,667.2717333419611,Neotropic,94.23079017454917,Bahia,BRAr116,78857,78857,BRA,Brazil,South America,1,-41.74999,-14.6264,3,"{""type"":""Polygon"",""coordinates"":[[[-41.999991930215856,-14.376400387520224],[-41.999991930215856,-14.876399407921825],[-41.937491464045344,-14.876399456491024],[-41.87499100708657,-14.876399433548219],[-41.812490590969816,-14.876399392801329],[-41.74999017022719,-14.876399404627225],[-41.68748977391793,-14.87639945102364],[-41.62498927771381,-14.876399404380878],[-41.5624888602552,-14.876399426403806],[-41.499988470853474,-14.876399443396895],[-41.499988470853474,-14.37640038774058],[-41.5624888602552,-14.376400439066295],[-41.62498927771381,-14.376400407981441],[-41.68748977391793,-14.376400442245897],[-41.74999017022719,-14.376400453771708],[-41.812490590969816,-14.376400431229776],[-41.87499100708657,-14.376400395466229],[-41.937491464045344,-14.37640042143626],[-41.999991930215856,-14.376400387520224]]]}"
000000000000000034e6,Tropical & Subtropical Dry Broadleaf Forests,Caatinga,458.1862347287881,Neotropic,50.11646078273717,Bahia,BRAr116,79131,79131,BRA,Brazil,South America,1,-41.24999,-9.1264,2,"{""type"":""Polygon"",""coordinates"":[[[-41.499988470853474,-8.876398037350539],[-41.49998847085347,-9.376401473375715],[-41.4374885919578,-9.376401492442765],[-41.374988712919915,-9.376401467703992],[-41.31248877882055,-9.376401493708272],[-41.24998896315163,-9.376401498443103],[-41.187489055345495,-9.376401463561619],[-41.12498914988216,-9.376401528584363],[-41.06248934043813,-9.376401497201234],[-40.999989411987634,-9.376401484466378],[-40.999989411987634,-8.876398030057679],[-41.06248934043813,-8.876398003352165],[-41.124989149882154,-8.876398071276208],[-41.187489055345495,-8.876398057514566],[-41.24998896315164,-8.876398026413284],[-41.312488778820544,-8.876398041976197],[-41.374988712919915,-8.876398060368015],[-41.4374885919578,-8.876398022463984],[-41.499988470853474,-8.876398037350539]]]}"
000000000000000034e7,Tropical & Subtropical Dry Broadleaf Forests,Caatinga,457.2503354345995,Neotropic,95.4771089758969,Bahia,BRAr116,79132,79132,BRA,Brazil,South America,1,-41.24999,-9.6264,2,"{""type"":""Polygon"",""coordinates"":[[[-41.49998847085347,-9.376401473375715],[-41.499988470853474,-9.876400470927251],[-41.4374885919578,-9.876400479158635],[-41.374988712919915,-9.87640050152266],[-41.312488778820544,-9.876400502004586],[-41.24998896315164,-9.876400477676414],[-41.187489055345495,-9.876400482252865],[-41.124989149882154,-9.876400523794533],[-41.06248934043813,-9.876400474748808],[-40.999989411987634,-9.876400523420157],[-40.999989411987634,-9.376401484466378],[-41.06248934043813,-9.376401497201234],[-41.12498914988216,-9.376401528584363],[-41.187489055345495,-9.376401463561619],[-41.24998896315163,-9.376401498443103],[-41.31248877882055,-9.376401493708272],[-41.374988712919915,-9.376401467703992],[-41.4374885919578,-9.376401492442765],[-41.49998847085347,-9.376401473375715]]]}"
000000000000000034e8,Tropical & Subtropical Dry Broadleaf Forests,Caatinga,818.5052936800165,Neotropic,185.2120497190112,Bahia,BRAr116,79133,79133,BRA,Brazil,South America,1,-41.24999,-10.1264,2,"{""type"":""Polygon"",""coordinates"":[[[-41.499988470853474,-9.876400470927251],[-41.499988470853474,-10.376399468232913],[-41.4374885919578,-10.376399484969488],[-41.374988712919915,-10.376399526761471],[-41.31248877882055,-10.376399492901756],[-41.24998896315163,-10.376399518675242],[-41.187489055345495,-10.376399526618721],[-41.124989149882154,-10.376399527382143],[-41.06248934043813,-10.3763994632469],[-40.999989411987634,-10.376399528458709],[-40.999989411987634,-9.876400523420157],[-41.06248934043813,-9.876400474748808],[-41.124989149882154,-9.876400523794533],[-41.187489055345495,-9.876400482252865],[-41.24998896315164,-9.876400477676414],[-41.312488778820544,-9.876400502004586],[-41.374988712919915,-9.87640050152266],[-41.4374885919578,-9.876400479158635],[-41.499988470853474,-9.876400470927251]]]}"
000000000000000034e9,Tropical & Subtropical Dry Broadleaf Forests,Caatinga,773.0022246370987,Neotropic,153.6306318386542,Bahia,BRAr116,79134,79134,BRA,Brazil,South America,1,-41.24999,-10.6264,2,"{""type"":""Polygon"",""coordinates"":[[[-41.499988470853474,-10.376399468232913],[-41.499988470853474,-10.876398494891756],[-41.4374885919578,-10.876398512826324],[-41.374988712919915,-10.876398517452543],[-41.312488778820544,-10.876398479316492],[-41.24998896315163,-10.876398468306993],[-41.187489055345495,-10.87639847941156],[-41.12498914988216,-10.87639852603867],[-41.06248934043813,-10.876398484028803],[-40.999989411987634,-10.876398484603323],[-40.999989411987634,-10.376399528458709],[-41.06248934043813,-10.3763994632469],[-41.124989149882154,-10.376399527382143],[-41.187489055345495,-10.376399526618721],[-41.24998896315163,-10.376399518675242],[-41.31248877882055,-10.376399492901756],[-41.374988712919915,-10.376399526761471],[-41.4374885919578,-10.376399484969488],[-41.499988470853474,-10.376399468232913]]]}"
000000000000000034ea,Tropical & Subtropical Dry Broadleaf Forests,Caatinga,759.2287469855663,Neotropic,138.1031357530295,Bahia,BRAr116,79135,79135,BRA,Brazil,South America,1,-41.24999,-11.1264,2,"{""type"":""Polygon"",""coordinates"":[[[-41.499988470853474,-10.876398494891756],[-41.499988470853474,-11.376401979073776],[-41.4374885919578,-11.376401947702922],[-41.374988712919915,-11.376401951055316],[-41.312488778820544,-11.376401963073926],[-41.24998896315163,-11.376401987307348],[-41.1874890553455,-11.376401953992053],[-41.124989149882154,-11.376401948132157],[-41.06248934043813,-11.376401985633063],[-40.99998941198763,-11.376401995568079],[-40.999989411987634,-10.876398484603323],[-41.06248934043813,-10.876398484028803],[-41.12498914988216,-10.87639852603867],[-41.187489055345495,-10.87639847941156],[-41.24998896315163,-10.876398468306993],[-41.312488778820544,-10.876398479316492],[-41.374988712919915,-10.876398517452543],[-41.4374885919578,-10.876398512826324],[-41.499988470853474,-10.876398494891756]]]}"
